trans_date,transaction_amount,co_fee,org_amount,co_fee_other
2020-07-24,70700,2700,68000,2700
2020-07-24,42350,2350,40000,2300
2020-07-24,205100,0,195100,3600
2020-07-24,205100,0,195100,3600
2020-07-24,306000,0,296000,5100
2020-07-24,205100,0,195100,3600
2020-07-24,486500,7000,479500,6500
2020-07-24,306000,0,296000,5100
2020-07-24,306000,0,296000,5100
2020-07-24,205100,0,195100,3600
2020-07-24,306000,0,296000,5100
2020-07-24,205100,0,195100,3600
2020-07-24,205100,0,195100,3600
2020-07-24,306000,0,296000,5100
2020-07-24,426500,7000,419500,6500
2020-07-24,306000,0,296000,5100
2020-07-24,205100,0,195100,3600
2020-07-24,205100,0,195100,3600
2020-07-24,103650,3650,100000,3600
2020-07-24,205100,0,195100,3600
2020-07-24,205100,0,195100,3600
2020-07-24,205100,0,195100,3600
2020-07-24,234300,5300,229000,5100
2020-07-24,306000,0,296000,5100
2020-07-24,42350,2350,40000,2300
2020-07-24,205100,0,195100,3600
2020-07-24,486500,7000,479500,6500
2020-07-24,183600,3650,179950,3600
2020-07-24,597000,7500,589500,7000
2020-07-24,306000,0,296000,5100
2020-07-24,205100,0,195100,3600
2020-07-24,306000,0,296000,5100
2020-07-24,486500,7000,479500,6500
2020-07-24,306000,0,296000,5100
2020-07-24,205100,0,195100,3600
2020-07-24,205100,0,195100,3600
2020-07-24,306000,0,296000,5100
2020-07-24,42350,2350,40000,2300
2020-07-24,183600,3650,179950,3600
2020-07-24,3008000,8000,3000000,8000
2020-07-24,456500,7000,449500,6500
2020-07-24,306000,0,296000,5100
2020-07-24,306000,0,296000,5100
2020-07-24,245100,5300,239800,5100
2020-07-24,205100,0,195100,3600
2020-07-24,306000,0,296000,5100
2020-07-24,306000,0,296000,5100
2020-07-24,245100,5300,239800,5100
2020-07-24,205100,0,195100,3600
2020-07-24,306000,0,296000,5100
2020-07-24,486500,7000,479500,6500
2020-07-24,205100,0,195100,3600
2020-07-24,42350,2350,40000,2300
2020-07-24,42350,2350,40000,2300
2020-07-24,42350,2350,40000,2300
2020-07-24,42350,2350,40000,2300
2020-07-24,608000,8000,600000,7500
2020-07-24,486500,7000,479500,6500
2020-07-24,306000,0,296000,5100
2020-07-24,205100,0,195100,3600
2020-07-24,163650,3650,160000,3600
2020-07-25,153650,3650,150000,3600
2020-07-25,205300,5300,200000,5100
2020-07-25,62700,2700,60000,2700
2020-07-25,153650,3650,150000,3600
2020-07-25,52700,2700,50000,2700
2020-07-25,103650,3650,100000,3600
2020-07-28,82700,2700,80000,2700
2020-07-28,21850,1850,20000,1700
2020-07-28,153650,3650,150000,3600
2020-07-28,62700,2700,60000,2700
2020-07-28,21850,1850,20000,1700
2020-07-28,42350,2350,40000,2300
2020-07-28,52700,2700,50000,2700
2020-07-28,407000,7000,400000,6500
2020-07-28,103650,3650,100000,3600
2020-07-28,42350,2350,40000,2300
2020-07-28,52700,2700,50000,2700
2020-07-28,153650,3650,150000,3600
2020-07-28,52700,2700,50000,2700
2020-07-28,103650,3650,100000,3600
2020-07-28,26850,1850,25000,1700
2020-07-28,205300,5300,200000,5100
2020-07-28,153650,3650,150000,3600
2020-07-28,21850,1850,20000,1700
2020-07-28,52700,2700,50000,2700
2020-07-28,82700,2700,80000,2700
2020-07-28,52700,2700,50000,2700
2020-07-28,21850,1850,20000,1700
2020-07-28,52700,2700,50000,2700
2020-07-28,26850,1850,25000,1700
2020-07-28,18750,1450,17300,1400
2020-07-28,153650,3650,150000,3600
2020-07-28,82700,2700,80000,2700
2020-07-28,153650,3650,150000,3600
2020-07-28,82700,2700,80000,2700
2020-07-28,21850,1850,20000,1700
2020-07-28,52700,2700,50000,2700
2020-07-28,52700,2700,50000,2700
2020-07-28,285300,5300,280000,5100
2020-07-28,52700,2700,50000,2700
2020-07-28,52700,2700,50000,2700
2020-07-28,21850,1850,20000,1700
2020-07-28,153650,3650,150000,3600
2020-07-28,116150,3650,112500,3600
2020-07-28,52700,2700,50000,2700
2020-07-28,82700,2700,80000,2700
2020-07-28,52700,2700,50000,2700
2020-07-28,82700,2700,80000,2700
2020-07-28,82700,2700,80000,2700
2020-07-28,52700,2700,50000,2700
2020-07-28,163650,3650,160000,3600
2020-07-28,82700,2700,80000,2700
2020-07-28,21850,1850,20000,1700
2020-07-28,21850,1850,20000,1700
2020-07-28,26850,1850,25000,1700
2020-07-28,77700,2700,75000,2700
2020-07-28,153650,3650,150000,3600
2020-07-28,62700,2700,60000,2700
2020-07-28,42350,2350,40000,2300
2020-07-28,52700,2700,50000,2700
2020-07-28,163650,3650,160000,3600
2020-07-28,52700,2700,50000,2700
2020-07-28,31850,1850,30000,1750
2020-07-28,306500,6500,300000,6000
2020-07-28,42350,2350,40000,2300
2020-07-28,62700,2700,60000,2700
2020-07-28,123650,3650,120000,3600
2020-07-28,82700,2700,80000,2700
2020-07-28,82700,2700,80000,2700
2020-07-28,153650,3650,150000,3600
2020-07-28,50000,2350,47650,2300
2020-07-28,42350,2350,40000,2300
2020-07-28,26850,1850,25000,1700
2020-07-28,163650,3650,160000,3600
2020-07-28,21850,1850,20000,1700
2020-07-28,42350,2350,40000,2300
2020-07-28,153650,3650,150000,3600
2020-07-28,26850,1850,25000,1700
2020-07-28,31850,1850,30000,1750
2020-07-28,123650,3650,120000,3600
2020-07-28,21850,1850,20000,1700
2020-07-28,21850,1850,20000,1700
2020-07-28,42350,2350,40000,2300
2020-07-28,52700,2700,50000,2700
2020-07-28,21850,1850,20000,1700
2020-07-28,52700,2700,50000,2700
2020-07-28,103650,3650,100000,3600
2020-07-28,21850,1850,20000,1700
2020-07-28,52700,2700,50000,2700
2020-07-28,42350,2350,40000,2300
2020-07-28,21850,1850,20000,1700
2020-07-28,52700,2700,50000,2700
2020-07-28,103650,3650,100000,3600
2020-07-28,52700,2700,50000,2700
2020-07-28,52700,2700,50000,2700
2020-07-28,52700,2700,50000,2700
2020-07-28,103650,3650,100000,3600
2020-07-28,52700,2700,50000,2700
2020-07-28,163650,3650,160000,3600
2020-07-28,52700,2700,50000,2700
2020-07-28,52700,2700,50000,2700
2020-07-28,82700,2700,80000,2700
2020-07-28,1968000,8000,1960000,8000
2020-07-28,52700,2700,50000,2700
2020-07-28,306500,6500,300000,6000
2020-07-28,52700,2700,50000,2700
2020-07-28,52700,2700,50000,2700
2020-07-28,21850,1850,20000,1700
2020-07-28,163650,3650,160000,3600
2020-07-28,42350,2350,40000,2300
2020-07-29,426500,7000,419500,6500
2020-07-29,205100,0,195100,3600
2020-07-29,62700,2700,60000,2700
2020-07-29,205100,0,195100,3600
2020-07-29,205100,0,195100,3600
2020-07-29,205100,0,195100,3600
2020-07-29,245100,5300,239800,5100
2020-07-29,205100,0,195100,3600
2020-07-29,245100,5300,239800,5100
2020-07-29,245300,5300,240000,5100
2020-07-29,205100,0,195100,3600
2020-07-29,205100,0,195100,3600
2020-07-29,205100,0,195100,3600
2020-07-29,205100,0,195100,3600
2020-07-29,205100,0,195100,3600
2020-07-29,245100,5300,239800,5100
2020-07-30,245300,5300,240000,5100
2020-07-30,31850,1850,30000,1750
2020-07-30,52700,2700,50000,2700
2020-07-30,245300,5300,240000,5100
2020-07-30,42350,2350,40000,2300
2020-07-30,21850,1850,20000,1700
2020-07-30,52700,2700,50000,2700
2020-07-30,52700,2700,50000,2700
2020-07-30,143650,3650,140000,3600
2020-07-30,62700,2700,60000,2700
2020-07-30,52700,2700,50000,2700
2020-07-30,42350,2350,40000,2300
2020-07-30,153650,3650,150000,3600
2020-07-30,42350,2350,40000,2300
2020-07-30,52700,2700,50000,2700
2020-07-30,52700,2700,50000,2700
2020-07-30,52700,2700,50000,2700
2020-07-30,153650,3650,150000,3600
2020-07-30,11450,1450,10000,1400
2020-07-30,42350,2350,40000,2300
2020-07-30,245300,5300,240000,5100
2020-07-30,52700,2700,50000,2700
2020-07-30,245300,5300,240000,5100
2020-07-30,42350,2350,40000,2300
2020-07-30,245300,5300,240000,5100
2020-07-30,42350,2350,40000,2300
2020-07-30,11450,1450,10000,1400
2020-07-30,386500,6500,380000,6000
2020-07-30,245300,5300,240000,5100
2020-07-30,62700,2700,60000,2700
2020-07-30,52700,2700,50000,2700
2020-07-30,52700,2700,50000,2700
2020-07-30,123650,3650,120000,3600
2020-07-30,62700,2700,60000,2700
2020-07-30,245300,5300,240000,5100
2020-07-30,42350,2350,40000,2300
2020-07-30,245300,5300,240000,5100
2020-07-30,306500,6500,300000,6000
2020-07-30,82700,2700,80000,2700
2020-07-30,42350,2350,40000,2300
2020-08-03,21700,0,11700,1400
2020-08-03,21700,0,11700,1400
2020-08-03,205100,0,195100,3600
2020-08-03,52700,2700,50000,2700
2020-08-03,205100,0,195100,3600
2020-08-03,11400,0,1400,300
2020-08-03,52700,2700,50000,2700
2020-08-03,11400,0,1400,300
2020-08-03,205100,0,195100,3600
2020-08-03,205100,0,195100,3600
2020-08-03,21700,0,11700,1400
2020-08-03,52700,2700,50000,2700
2020-08-03,52700,2700,50000,2700
2020-08-03,11400,0,1400,300
2020-08-03,205100,0,195100,3600
2020-08-03,205100,0,195100,3600
2020-08-03,205100,0,195100,3600
2020-08-03,205100,0,195100,3600
2020-08-03,205100,0,195100,3600
2020-08-03,11400,0,1400,300
2020-08-03,21700,0,11700,1400
2020-08-03,52700,2700,50000,2700
2020-08-03,52700,2700,50000,2700
2020-08-03,11400,0,1400,300
2020-08-03,727500,8000,719500,7500
2020-08-03,245100,5300,239800,5100
2020-08-03,205100,0,195100,3600
2020-08-03,21700,0,11700,1400
2020-08-03,205100,0,195100,3600
2020-08-03,21700,0,11700,1400
2020-08-03,727500,8000,719500,7500
2020-08-03,205100,0,195100,3600
2020-08-04,1043000,8000,1035000,8000
2020-08-04,245100,5300,239800,5100
2020-08-04,173600,3650,169950,3600
2020-08-04,306000,0,296000,5100
2020-08-04,1043000,8000,1035000,8000
2020-08-04,62700,2700,60000,2700
2020-08-04,183600,3650,179950,3600
2020-08-04,667500,8000,659500,7500
2020-08-04,143600,3650,139950,3600
2020-08-04,1043000,8000,1035000,8000
2020-08-04,154650,3650,151000,3600
2020-08-04,52700,2700,50000,2700
2020-08-04,1165500,8000,1157500,8000
2020-08-04,52700,2700,50000,2700
2020-08-04,306000,0,296000,5100
2020-08-04,507000,0,497000,6500
2020-08-04,84700,2700,82000,2700
2020-08-04,62700,2700,60000,2700
2020-08-04,82700,2700,80000,2700
2020-08-04,306000,0,296000,5100
2020-08-04,1020500,8000,1012500,8000
2020-08-04,390000,6500,383500,6000
2020-08-04,52700,2700,50000,2700
2020-08-04,230235,5300,224935,5100
2020-08-04,1043000,8000,1035000,8000
2020-08-04,306000,0,296000,5100
2020-08-04,21850,1850,20000,1700
2020-08-04,52700,2700,50000,2700
2020-08-04,306000,0,296000,5100
2020-08-04,727500,8000,719500,7500
2020-08-04,727500,8000,719500,7500
2020-08-04,607500,0,597500,7000
2020-08-04,306000,0,296000,5100
2020-08-04,62700,2700,60000,2700
2020-08-04,1114250,8000,1106250,8000
2020-08-04,667500,8000,659500,7500
2020-08-04,306000,0,296000,5100
2020-08-04,82700,2700,80000,2700
2020-08-04,306000,0,296000,5100
2020-08-04,183600,3650,179950,3600
2020-08-04,61700,2700,59000,2700
2020-08-04,62700,2700,60000,2700
2020-08-04,848000,8000,840000,8000
2020-08-04,183600,3650,179950,3600
2020-08-04,42350,2350,40000,2300
2020-08-04,367000,6500,360500,6000
2020-08-05,245300,5300,240000,5100
2020-08-05,407000,7000,400000,6500
2020-08-05,183600,3650,179950,3600
2020-08-05,407000,7000,400000,6500
2020-08-05,62700,2700,60000,2700
2020-08-05,123600,3650,119950,3600
2020-08-05,52700,2700,50000,2700
2020-08-05,245300,5300,240000,5100
2020-08-05,183650,3650,180000,3600
2020-08-05,62700,2700,60000,2700
2020-08-05,123600,3650,119950,3600
2020-08-05,82700,2700,80000,2700
2020-08-05,245300,5300,240000,5100
2020-08-05,123650,3650,120000,3600
2020-08-05,123600,3650,119950,3600
2020-08-05,183600,3650,179950,3600
2020-08-05,1058000,8000,1050000,8000
2020-08-05,62700,2700,60000,2700
2020-08-05,52700,2700,50000,2700
2020-08-05,123600,3650,119950,3600
2020-08-05,62700,2700,60000,2700
2020-08-05,123650,3650,120000,3600
2020-08-05,52700,2700,50000,2700
2020-08-05,193650,3650,190000,3600
2020-08-05,183600,3650,179950,3600
2020-08-05,153600,3650,149950,3600
2020-08-05,123600,3650,119950,3600
2020-08-05,62700,2700,60000,2700
2020-08-05,123600,3650,119950,3600
2020-08-05,245300,5300,240000,5100
2020-08-05,174650,3650,171000,3600
2020-08-05,607500,0,597500,7000
2020-08-05,153650,3650,150000,3600
2020-08-05,366500,6500,360000,6000
2020-08-05,82700,2700,80000,2700
2020-08-05,62700,2700,60000,2700
2020-08-05,62700,2700,60000,2700
2020-08-05,457000,7000,450000,6500
2020-08-05,607500,0,597500,7000
2020-08-05,62700,2700,60000,2700
2020-08-05,123600,3650,119950,3600
2020-08-05,245300,5300,240000,5100
2020-08-05,62700,2700,60000,2700
2020-08-05,62700,2700,60000,2700
2020-08-05,183650,3650,180000,3600
2020-08-05,366500,6500,360000,6000
2020-08-05,838000,8000,830000,8000
2020-08-05,1043000,8000,1035000,8000
2020-08-05,245300,5300,240000,5100
2020-08-05,245300,5300,240000,5100
2020-08-05,62700,2700,60000,2700
2020-08-06,205100,0,195100,3600
2020-08-06,42350,2350,40000,2300
2020-08-06,42350,2350,40000,2300
2020-08-06,153650,3650,150000,3600
2020-08-06,124650,3650,121000,3600
2020-08-06,153650,3650,150000,3600
2020-08-06,407000,7000,400000,6500
2020-08-06,31850,1850,30000,1750
2020-08-06,214500,5300,209200,5100
2020-08-06,62700,2700,60000,2700
2020-08-06,82700,2700,80000,2700
2020-08-06,62700,2700,60000,2700
2020-08-06,21850,1850,20000,1700
2020-08-06,153650,3650,150000,3600
2020-08-06,407000,7000,400000,6500
2020-08-06,42350,2350,40000,2300
2020-08-06,62700,2700,60000,2700
2020-08-06,42350,2350,40000,2300
2020-08-06,153650,3650,150000,3600
2020-08-06,123600,3650,119950,3600
2020-08-07,306500,6500,300000,6000
2020-08-07,306500,6500,300000,6000
2020-08-07,163650,3650,160000,3600
2020-08-07,52700,2700,50000,2700
2020-08-07,26850,1850,25000,1700
2020-08-07,163650,3650,160000,3600
2020-08-07,52700,2700,50000,2700
2020-08-07,306500,6500,300000,6000
2020-08-07,59700,2700,57000,2700
2020-08-07,20200,1450,18750,1400
2020-08-07,21850,1850,20000,1700
2020-08-07,26850,1850,25000,1700
2020-08-07,306500,6500,300000,6000
2020-08-07,163650,3650,160000,3600
2020-08-07,52700,2700,50000,2700
2020-08-07,306500,6500,300000,6000
2020-08-07,52700,2700,50000,2700
2020-08-07,21850,1850,20000,1700
2020-08-07,21850,1850,20000,1700
2020-08-07,26850,1850,25000,1700
2020-08-07,52700,2700,50000,2700
2020-08-07,163650,3650,160000,3600
2020-08-07,26850,1850,25000,1700
2020-08-07,52700,2700,50000,2700
2020-08-07,163650,3650,160000,3600
2020-08-07,52700,2700,50000,2700
2020-08-07,407000,7000,400000,6500
2020-08-07,52700,2700,50000,2700
2020-08-07,52700,2700,50000,2700
2020-08-07,21850,1850,20000,1700
2020-08-07,103650,3650,100000,3600
2020-08-07,21850,1850,20000,1700
2020-08-07,407000,7000,400000,6500
2020-08-07,306500,6500,300000,6000
2020-08-07,407000,7000,400000,6500
2020-08-07,407000,7000,400000,6500
2020-08-07,163650,3650,160000,3600
2020-08-07,52700,2700,50000,2700
2020-08-07,163650,3650,160000,3600
2020-08-07,163650,3650,160000,3600
2020-08-07,52700,2700,50000,2700
2020-08-07,21850,1850,20000,1700
2020-08-07,205300,5300,200000,5100
2020-08-07,306500,6500,300000,6000
2020-08-07,306500,6500,300000,6000
2020-08-07,487000,7000,480000,6500
2020-08-07,205300,5300,200000,5100
2020-08-07,52700,2700,50000,2700
2020-08-07,407000,7000,400000,6500
2020-08-07,52700,2700,50000,2700
2020-08-07,163650,3650,160000,3600
2020-08-07,52700,2700,50000,2700
2020-08-07,163650,3650,160000,3600
2020-08-07,52700,2700,50000,2700
2020-08-07,52700,2700,50000,2700
2020-08-07,205300,5300,200000,5100
2020-08-07,306500,6500,300000,6000
2020-08-07,82700,2700,80000,2700
2020-08-07,20200,1450,18750,1400
2020-08-07,407000,7000,400000,6500
2020-08-07,245300,5300,240000,5100
2020-08-07,52700,2700,50000,2700
2020-08-07,163650,3650,160000,3600
2020-08-07,26850,1850,25000,1700
2020-08-08,62700,2700,60000,2700
2020-08-08,26700,1850,24850,1700
2020-08-08,26700,1850,24850,1700
2020-08-08,407000,7000,400000,6500
2020-08-08,828000,8000,820000,8000
2020-08-08,436500,7000,429500,6500
2020-08-08,366000,6500,359500,6000
2020-08-08,26700,1850,24850,1700
2020-08-08,26700,1850,24850,1700
2020-08-08,4078000,10000,4068000,9000
2020-08-08,26700,1850,24850,1700
2020-08-09,82700,2700,80000,2700
2020-08-09,275300,5300,270000,5100
2020-08-09,82700,2700,80000,2700
2020-08-09,82700,2700,80000,2700
2020-08-09,407000,7000,400000,6500
2020-08-09,82700,2700,80000,2700
2020-08-09,82700,2700,80000,2700
2020-08-09,82700,2700,80000,2700
2020-08-09,163650,3650,160000,3600
2020-08-09,82700,2700,80000,2700
2020-08-09,407000,7000,400000,6500
2020-08-09,82700,2700,80000,2700
2020-08-10,255300,5300,250000,5100
2020-08-10,67600,2700,64900,2700
2020-08-10,52700,2700,50000,2700
2020-08-10,607500,0,597500,7000
2020-08-10,52700,2700,50000,2700
2020-08-10,52700,2700,50000,2700
2020-08-10,52700,2700,50000,2700
2020-08-10,537000,7500,529500,7000
2020-08-10,52700,2700,50000,2700
2020-08-10,607500,0,597500,7000
2020-08-10,62700,2700,60000,2700
2020-08-10,52700,2700,50000,2700
2020-08-10,52700,2700,50000,2700
2020-08-10,52700,2700,50000,2700
2020-08-10,366000,6500,359500,6000
2020-08-10,52700,2700,50000,2700
2020-08-10,1268000,8000,1260000,8000
2020-08-10,52700,2700,50000,2700
2020-08-10,52700,2700,50000,2700
2020-08-11,42300,0,32300,1750
2020-08-11,3094000,10000,3084000,9000
2020-08-11,205100,0,195100,3600
2020-08-11,306000,0,296000,5100
2020-08-11,42300,0,32300,1750
2020-08-11,21700,0,11700,1400
2020-08-11,4008000,10000,3998000,9000
2020-08-11,326000,6500,319500,6000
2020-08-11,507000,0,497000,6500
2020-08-11,183600,3650,179950,3600
2020-08-11,446500,7000,439500,6500
2020-08-11,4008000,10000,3998000,9000
2020-08-11,123600,3650,119950,3600
2020-08-11,306000,0,296000,5100
2020-08-11,306000,0,296000,5100
2020-08-11,306000,0,296000,5100
2020-08-11,143600,3650,139950,3600
2020-08-11,547000,7500,539500,7000
2020-08-11,42300,0,32300,1750
2020-08-11,306000,0,296000,5100
2020-08-11,183600,3650,179950,3600
2020-08-11,183600,3650,179950,3600
2020-08-11,382200,6500,375700,6000
2020-08-11,123600,3650,119950,3600
2020-08-12,42300,0,32300,1750
2020-08-12,245300,5300,240000,5100
2020-08-12,427000,7000,420000,6500
2020-08-12,42300,0,32300,1750
2020-08-12,92700,2700,90000,2700
2020-08-12,82700,2700,80000,2700
2020-08-12,1208000,8000,1200000,8000
2020-08-12,727500,8000,719500,7500
2020-08-12,52700,2700,50000,2700
2020-08-12,82700,2700,80000,2700
2020-08-12,808000,8000,800000,8000
2020-08-12,607500,0,597500,7000
2020-08-12,82700,2700,80000,2700
2020-08-12,42300,0,32300,1750
2020-08-12,31750,1850,29900,1700
2020-08-12,123600,3650,119950,3600
2020-08-12,77700,2700,75000,2700
2020-08-12,108650,3650,105000,3600
2020-08-12,487000,7000,480000,6500
2020-08-12,153650,3650,150000,3600
2020-08-12,82700,2700,80000,2700
2020-08-12,163650,3650,160000,3600
2020-08-12,92700,2700,90000,2700
2020-08-12,215300,5300,210000,5100
2020-08-12,103650,3650,100000,3600
2020-08-12,406500,0,396500,6000
2020-08-12,123600,3650,119950,3600
2020-08-12,123650,3650,120000,3600
2020-08-12,153650,3650,150000,3600
2020-08-12,103650,3650,100000,3600
2020-08-12,153650,3650,150000,3600
2020-08-12,103650,3650,100000,3600
2020-08-12,123600,3650,119950,3600
2020-08-12,153650,3650,150000,3600
2020-08-12,494000,7000,487000,6500
2020-08-12,21850,1850,20000,1700
2020-08-12,21850,1850,20000,1700
2020-08-12,406500,0,396500,6000
2020-08-12,62700,2700,60000,2700
2020-08-12,215300,5300,210000,5100
2020-08-12,245300,5300,240000,5100
2020-08-12,245300,5300,240000,5100
2020-08-12,82700,2700,80000,2700
2020-08-12,153600,3650,149950,3600
2020-08-12,153650,3650,150000,3600
2020-08-12,148550,3650,144900,3600
2020-08-12,42300,0,32300,1750
2020-08-12,31850,1850,30000,1750
2020-08-12,727500,8000,719500,7500
2020-08-12,727500,8000,719500,7500
2020-08-12,123600,3650,119950,3600
2020-08-12,77700,2700,75000,2700
2020-08-12,245300,5300,240000,5100
2020-08-12,82700,2700,80000,2700
2020-08-12,406500,0,396500,6000
2020-08-12,153650,3650,150000,3600
2020-08-12,92700,2700,90000,2700
2020-08-12,3008000,8000,3000000,8000
2020-08-12,245300,5300,240000,5100
2020-08-12,103600,0,93600,2700
2020-08-12,42350,2350,40000,2300
2020-08-12,42300,0,32300,1750
2020-08-12,42300,0,32300,1750
2020-08-12,153650,3650,150000,3600
2020-08-12,215300,5300,210000,5100
2020-08-12,36850,1850,35000,1750
2020-08-12,407000,7000,400000,6500
2020-08-12,42300,0,32300,1750
2020-08-12,396500,6500,390000,6000
2020-08-12,547500,7500,540000,7000
2020-08-12,245300,5300,240000,5100
2020-08-12,205300,5300,200000,5100
2020-08-13,153600,3650,149950,3600
2020-08-13,153600,3650,149950,3600
2020-08-13,153600,3650,149950,3600
2020-08-13,153600,3650,149950,3600
2020-08-13,153600,3650,149950,3600
2020-08-13,406500,0,396500,6000
2020-08-13,153600,3650,149950,3600
2020-08-13,153600,3650,149950,3600
2020-08-13,52700,2700,50000,2700
2020-08-13,153600,3650,149950,3600
2020-08-13,21700,0,11700,1400
2020-08-13,153600,3650,149950,3600
2020-08-13,153600,3650,149950,3600
2020-08-13,153600,3650,149950,3600
2020-08-13,153600,3650,149950,3600
2020-08-13,153600,3650,149950,3600
2020-08-13,153600,3650,149950,3600
2020-08-13,406500,0,396500,6000
2020-08-14,407000,7000,400000,6500
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,42300,0,32300,1750
2020-08-14,123600,3650,119950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,123600,3650,119950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,407000,7000,400000,6500
2020-08-14,183600,3650,179950,3600
2020-08-14,183600,3650,179950,3600
2020-08-14,183650,3650,180000,3600
2020-08-14,306000,0,296000,5100
2020-08-14,123600,3650,119950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,123600,3650,119950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,123600,3650,119950,3600
2020-08-14,123650,3650,120000,3600
2020-08-14,82700,2700,80000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,153650,3650,150000,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,26850,1850,25000,1700
2020-08-14,62700,2700,60000,2700
2020-08-14,123600,3650,119950,3600
2020-08-14,42300,0,32300,1750
2020-08-14,366000,6500,359500,6000
2020-08-14,183600,3650,179950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,123600,3650,119950,3600
2020-08-14,26850,1850,25000,1700
2020-08-14,123600,3650,119950,3600
2020-08-14,20200,1450,18750,1400
2020-08-14,92700,2700,90000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,82700,2700,80000,2700
2020-08-14,123600,3650,119950,3600
2020-08-14,42300,0,32300,1750
2020-08-14,92700,2700,90000,2700
2020-08-14,183600,3650,179950,3600
2020-08-14,163600,3650,159950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,183600,3650,179950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,123600,3650,119950,3600
2020-08-14,123600,3650,119950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,163600,3650,159950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,123650,3650,120000,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,123600,3650,119950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,123650,3650,120000,3600
2020-08-14,123600,3650,119950,3600
2020-08-14,123600,3650,119950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,407000,7000,400000,6500
2020-08-14,21700,0,11700,1400
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,123600,3650,119950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,82700,2700,80000,2700
2020-08-14,26850,1850,25000,1700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,21700,0,11700,1400
2020-08-14,62700,2700,60000,2700
2020-08-14,62700,2700,60000,2700
2020-08-14,888000,8000,880000,8000
2020-08-14,52700,2700,50000,2700
2020-08-14,42300,0,32300,1750
2020-08-14,62700,2700,60000,2700
2020-08-14,123600,3650,119950,3600
2020-08-14,118650,3650,115000,3600
2020-08-14,92700,2700,90000,2700
2020-08-14,163650,3650,160000,3600
2020-08-14,183600,3650,179950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,52700,2700,50000,2700
2020-08-14,183600,3650,179950,3600
2020-08-14,123600,3650,119950,3600
2020-08-14,183600,3650,179950,3600
2020-08-14,407000,7000,400000,6500
2020-08-14,123600,3650,119950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,306000,0,296000,5100
2020-08-14,123600,3650,119950,3600
2020-08-14,21700,0,11700,1400
2020-08-14,205300,5300,200000,5100
2020-08-14,547000,7500,539500,7000
2020-08-14,4309000,10000,4299000,9000
2020-08-14,366000,6500,359500,6000
2020-08-14,26850,1850,25000,1700
2020-08-14,26850,1850,25000,1700
2020-08-14,62700,2700,60000,2700
2020-08-14,133600,3650,129950,3600
2020-08-14,183600,3650,179950,3600
2020-08-14,62700,2700,60000,2700
2020-08-14,667500,8000,659500,7500
2020-08-14,183600,3650,179950,3600
2020-08-14,123600,3650,119950,3600
2020-08-14,183600,3650,179950,3600
2020-08-15,968000,8000,960000,8000
2020-08-15,103600,0,93600,2700
2020-08-15,968300,8000,960300,8000
2020-08-15,82700,2700,80000,2700
2020-08-15,42350,2350,40000,2300
2020-08-15,968000,8000,960000,8000
2020-08-15,42300,0,32300,1750
2020-08-15,968000,8000,960000,8000
2020-08-15,82700,2700,80000,2700
2020-08-17,42350,2350,40000,2300
2020-08-17,62700,2700,60000,2700
2020-08-17,82700,2700,80000,2700
2020-08-17,62700,2700,60000,2700
2020-08-17,62700,2700,60000,2700
2020-08-17,62700,2700,60000,2700
2020-08-17,62700,2700,60000,2700
