trans_date,transaction_amount
2020-08-12,245300
2020-08-12,245300
2020-08-12,82700
2020-08-12,153600
2020-08-12,153650
2020-08-12,148550
2020-08-12,42300
2020-08-12,31850
2020-08-12,727500
2020-08-12,727500
2020-08-12,123600
2020-08-12,77700
2020-08-12,245300
2020-08-12,82700
2020-08-12,406500
2020-08-12,153650
2020-08-12,92700
2020-08-12,3008000
2020-08-12,245300
2020-08-12,103600
2020-08-12,42350
2020-08-12,42300
2020-08-12,42300
2020-08-12,153650
2020-08-12,215300
2020-08-12,36850
2020-08-12,407000
2020-08-12,42300
2020-08-12,396500
2020-08-12,547500
2020-08-12,245300
2020-08-12,205300
2020-08-13,153600
2020-08-13,153600
2020-08-13,153600
2020-08-13,153600
2020-08-13,153600
2020-08-13,406500
2020-08-13,153600
2020-08-13,153600
2020-08-13,52700
2020-08-13,153600
2020-08-13,21700
2020-08-13,153600
2020-08-13,153600
2020-08-13,153600
2020-08-13,153600
2020-08-13,153600
2020-08-13,153600
2020-08-13,406500
2020-08-14,407000
2020-08-14,62700
2020-08-14,62700
2020-08-14,62700
2020-08-14,42300
2020-08-14,123600
2020-08-14,62700
2020-08-14,62700
2020-08-14,62700
2020-08-14,123600
2020-08-14,62700
2020-08-14,62700
2020-08-14,62700
2020-08-14,407000
2020-08-14,183600
2020-08-14,183600
2020-08-14,183650
2020-08-14,306000
2020-08-14,123600
2020-08-14,62700
2020-08-14,123600
2020-08-14,62700
2020-08-14,123600
2020-08-14,123650
2020-08-14,82700
2020-08-14,62700
2020-08-14,62700
2020-08-14,153650
2020-08-14,62700
2020-08-14,62700
2020-08-14,26850
2020-08-14,62700
2020-08-14,123600
2020-08-14,42300
2020-08-14,366000
2020-08-14,183600
2020-08-14,62700
2020-08-14,62700
2020-08-14,123600
2020-08-14,26850
2020-08-14,123600
2020-08-14,20200
2020-08-14,92700
2020-08-14,62700
2020-08-14,62700
2020-08-14,62700
2020-08-14,62700
2020-08-14,82700
2020-08-14,123600
2020-08-14,42300
2020-08-14,92700
2020-08-14,183600
2020-08-14,163600
2020-08-14,62700
2020-08-14,62700
2020-08-14,62700
2020-08-14,183600
2020-08-14,62700
2020-08-14,62700
2020-08-14,62700
2020-08-14,123600
2020-08-14,123600
2020-08-14,62700
2020-08-14,62700
2020-08-14,163600
2020-08-14,62700
2020-08-14,123650
2020-08-14,62700
2020-08-14,123600
2020-08-14,62700
2020-08-14,62700
2020-08-14,123650
2020-08-14,123600
2020-08-14,123600
2020-08-14,62700
2020-08-14,62700
2020-08-14,62700
2020-08-14,62700
2020-08-14,62700
2020-08-14,407000
2020-08-14,21700
2020-08-14,62700
2020-08-14,62700
2020-08-14,123600
2020-08-14,62700
2020-08-14,82700
2020-08-14,26850
2020-08-14,62700
2020-08-14,62700
2020-08-14,62700
2020-08-14,21700
2020-08-14,62700
2020-08-14,62700
2020-08-14,888000
2020-08-14,52700
2020-08-14,42300
2020-08-14,62700
2020-08-14,123600
2020-08-14,118650
2020-08-14,92700
2020-08-14,163650
2020-08-14,183600
2020-08-14,62700
2020-08-14,52700
2020-08-14,183600
2020-08-14,123600
2020-08-14,183600
2020-08-14,407000
2020-08-14,123600
2020-08-14,62700
2020-08-14,306000
2020-08-14,123600
2020-08-14,21700
2020-08-14,205300
2020-08-14,547000
2020-08-14,4309000
2020-08-14,366000
2020-08-14,26850
2020-08-14,26850
2020-08-14,62700
2020-08-14,133600
2020-08-14,183600
2020-08-14,62700
2020-08-14,667500
2020-08-14,183600
2020-08-14,123600
2020-08-14,183600
2020-08-15,968000
2020-08-15,103600
2020-08-15,968300
2020-08-15,82700
2020-08-15,42350
2020-08-15,968000
2020-08-15,42300
2020-08-15,968000
2020-08-15,82700
2020-08-17,42350
2020-08-17,62700
2020-08-17,82700
2020-08-17,62700
2020-08-17,62700
2020-08-17,62700
2020-08-17,62700
2020-08-17,159650
2020-08-17,178650
2020-08-17,682500
2020-08-17,457300
2020-08-17,178400
2020-08-17,903000
2020-08-17,682500
2020-08-18,123650
2020-08-18,42300
2020-08-18,21700
2020-08-18,82700
2020-08-18,163600
2020-08-18,396500
2020-08-18,42300
2020-08-18,123650
2020-08-18,62700
2020-08-18,607500
2020-08-18,82700
2020-08-18,245100
2020-08-18,366000
2020-08-18,21700
2020-08-18,607500
2020-08-18,52700
2020-08-18,36850
2020-08-18,42300
2020-08-18,42300
2020-08-18,205100
2020-08-18,82700
2020-08-18,123600
2020-08-18,396500
2020-08-18,21700
2020-08-18,245100
2020-08-18,42300
2020-08-18,21850
2020-08-18,36850
2020-08-18,547000
2020-08-18,42300
2020-08-18,486500
2020-08-18,636000
2020-08-18,159650
2020-08-18,52700
2020-08-18,42300
2020-08-18,62700
2020-08-18,21700
2020-08-18,297800
2020-08-18,42300
2020-08-18,21700
2020-08-18,42300
2020-08-18,21700
2020-08-18,47350
2020-08-18,42300
2020-08-18,406500
2020-08-18,486500
2020-08-18,486500
2020-08-18,42300
2020-08-18,42300
2020-08-18,487000
2020-08-18,82700
2020-08-18,82700
2020-08-18,42300
2020-08-18,42300
2020-08-19,245100
2020-08-19,486500
2020-08-19,245100
2020-08-19,245100
2020-08-19,245100
2020-08-19,456500
2020-08-19,245100
2020-08-19,4008000
2020-08-19,569500
2020-08-19,1058000
2020-08-19,245100
2020-08-19,52700
2020-08-19,245100
2020-08-19,763500
2020-08-19,486500
2020-08-19,245100
2020-08-19,121600
2020-08-19,486500
2020-08-19,123650
2020-08-19,205100
2020-08-19,4008000
2020-08-19,103600
2020-08-19,245100
2020-08-19,245100
2020-08-19,103600
2020-08-19,1438000
2020-08-19,486500
2020-08-19,245100
2020-08-19,366000
2020-08-19,727500
2020-08-19,52700
2020-08-19,245100
2020-08-19,797500
2020-08-19,245100
2020-08-19,245100
2020-08-19,123650
2020-08-19,727650
2020-08-19,205300
2020-08-19,682500
2020-08-19,245100
2020-08-19,3608000
2020-08-19,245100
2020-08-19,727500
2020-08-19,245100
2020-08-19,727500
2020-08-20,62700
2020-08-20,245300
2020-08-20,1118000
2020-08-20,103600
2020-08-20,406500
2020-08-20,77700
2020-08-20,62700
2020-08-20,103650
2020-08-20,103600
2020-08-20,62700
2020-08-20,103600
2020-08-20,245100
2020-08-20,62700
2020-08-20,62700
2020-08-20,1443000
2020-08-20,245300
2020-08-20,406500
2020-08-20,103600
2020-08-20,245100
2020-08-20,62700
2020-08-20,62700
2020-08-20,183600
2020-08-20,129600
2020-08-20,727500
2020-08-20,727500
2020-08-20,245300
2020-08-20,998000
2020-08-20,245300
2020-08-20,62700
2020-08-20,103600
2020-08-20,245100
2020-08-20,103600
2020-08-20,183650
2020-08-20,62700
2020-08-20,245300
2020-08-20,77700
2020-08-21,202450
2020-08-24,42300
2020-08-24,21700
2020-08-24,205300
2020-08-24,72700
2020-08-24,92700
2020-08-24,72700
2020-08-24,42300
2020-08-24,92700
2020-08-24,52700
2020-08-24,92700
2020-08-24,21700
2020-08-24,31750
2020-08-24,128600
2020-08-24,82700
2020-08-24,42300
2020-08-24,255100
2020-08-24,306500
2020-08-24,326000
2020-08-24,92700
2020-08-24,42300
2020-08-24,128600
2020-08-24,31750
2020-08-24,72700
2020-08-24,92700
2020-08-24,42300
2020-08-24,82700
2020-08-24,21700
2020-08-24,42300
2020-08-24,92700
2020-08-24,1638000
2020-08-24,128600
2020-08-24,72700
2020-08-24,11400
2020-08-24,103600
2020-08-24,72700
2020-08-24,103600
2020-08-24,42300
2020-08-24,31750
2020-08-24,62700
2020-08-24,72700
2020-08-24,11400
2020-08-24,42300
2020-08-24,31750
2020-08-24,42300
2020-08-24,92700
2020-08-24,103600
2020-08-24,72700
2020-08-24,21700
2020-08-24,52700
2020-08-24,52700
2020-08-24,92700
2020-08-24,92700
2020-08-24,92700
2020-08-24,42300
2020-08-24,92700
2020-08-24,163600
2020-08-24,92700
2020-08-24,92700
2020-08-24,103600
2020-08-24,92700
2020-08-24,21700
2020-08-24,42300
2020-08-24,42300
2020-08-24,72700
2020-08-24,245100
2020-08-24,537000
2020-08-24,82700
2020-08-24,42300
2020-08-24,92700
2020-08-24,52700
2020-08-24,42300
2020-08-24,103600
2020-08-24,42300
2020-08-24,255100
2020-08-24,92700
2020-08-24,128600
2020-08-24,42300
2020-08-24,163600
2020-08-24,245100
2020-08-24,103600
2020-08-24,21850
2020-08-24,103600
2020-08-24,103600
2020-08-24,92700
2020-08-24,123600
2020-08-24,52700
2020-08-24,42300
2020-08-24,62700
2020-08-24,42300
2020-08-24,42300
2020-08-24,128600
2020-08-24,21700
2020-08-24,92700
2020-08-24,42300
2020-08-24,306000
2020-08-24,92700
2020-08-24,26700
2020-08-24,163600
2020-08-24,42300
2020-08-24,92700
2020-08-24,1695500
2020-08-24,407000
2020-08-24,92700
2020-08-24,92700
2020-08-24,230100
2020-08-24,31750
2020-08-24,31750
2020-08-24,255100
2020-08-24,42300
2020-08-24,42300
2020-08-24,92700
2020-08-24,62700
2020-08-24,62700
2020-08-24,103600
2020-08-24,92700
2020-08-24,92700
2020-08-24,42300
2020-08-24,128600
2020-08-24,301100
2020-08-24,1058000
2020-08-24,42300
2020-08-24,21700
2020-08-24,42300
2020-08-24,72700
2020-08-24,326000
2020-08-24,72700
2020-08-24,42300
2020-08-24,42300
2020-08-24,245100
2020-08-24,547000
2020-08-24,92700
2020-08-24,11400
2020-08-24,72700
2020-08-24,42300
2020-08-24,42300
2020-08-24,21700
2020-08-24,163600
2020-08-24,92700
2020-08-24,72700
2020-08-24,205100
2020-08-24,82700
2020-08-24,82700
2020-08-24,42300
2020-08-24,92700
2020-08-24,103600
2020-08-24,42300
2020-08-24,103600
2020-08-24,72700
2020-08-24,31750
2020-08-24,21700
2020-08-24,42300
2020-08-24,123600
2020-08-24,31750
2020-08-24,255100
2020-08-24,82700
2020-08-24,123600
2020-08-24,21700
2020-08-24,62700
2020-08-24,123600
2020-08-24,42300
2020-08-24,72700
2020-08-24,72700
2020-08-24,42300
2020-08-24,42300
2020-08-24,128600
2020-08-24,103600
2020-08-24,42300
2020-08-24,31750
2020-08-24,42300
2020-08-24,92700
2020-08-24,607500
2020-08-24,42300
2020-08-24,103600
2020-08-24,128600
2020-08-24,92700
2020-08-24,42300
2020-08-24,128600
2020-08-24,42300
2020-08-24,486500
2020-08-24,153600
2020-08-24,42300
2020-08-24,62700
2020-08-24,92700
2020-08-24,92700
2020-08-24,92700
2020-08-24,66700
2020-08-24,42300
2020-08-24,128600
2020-08-24,72700
2020-08-24,42300
2020-08-24,547000
2020-08-24,1695500
2020-08-25,92700
2020-08-25,31750
2020-08-25,366000
2020-08-25,31750
2020-08-25,42300
2020-08-25,5850
2020-08-25,62700
2020-08-25,637500
2020-08-25,153650
2020-08-25,92700
2020-08-25,52700
2020-08-25,123600
2020-08-25,183600
2020-08-25,163600
2020-08-25,205100
2020-08-25,153650
2020-08-25,426500
2020-08-25,92700
2020-08-25,245100
2020-08-25,42300
2020-08-25,92700
2020-08-25,52700
2020-08-25,62700
2020-08-25,42300
2020-08-25,52700
2020-08-25,42300
2020-08-25,92700
2020-08-25,92700
2020-08-25,205100
2020-08-25,82700
2020-08-25,42300
2020-08-25,47300
2020-08-25,406500
2020-08-25,153600
2020-08-25,153600
2020-08-25,153600
2020-08-25,597500
2020-08-25,245100
2020-08-25,163600
2020-08-26,103650
2020-08-26,103650
2020-08-26,122400
2020-08-26,71450
2020-08-26,77700
2020-08-26,42350
2020-08-26,153650
2020-08-26,153650
2020-08-26,407000
2020-08-26,153650
2020-08-26,52700
2020-08-26,82700
2020-08-26,77700
2020-08-26,103650
2020-08-26,31850
2020-08-26,103650
2020-08-26,42300
2020-08-26,103650
2020-08-26,52700
2020-08-26,31850
2020-08-26,77700
2020-08-26,1143000
2020-08-26,31850
2020-08-26,62700
2020-08-26,90200
2020-08-26,52700
2020-08-26,42350
2020-08-26,306000
2020-08-26,52700
2020-08-26,52700
2020-08-26,103650
2020-08-26,52700
2020-08-26,52700
2020-08-26,71450
2020-08-26,77700
2020-08-26,103650
2020-08-26,103650
2020-08-26,77700
2020-08-26,306000
2020-08-26,77700
2020-08-26,42350
2020-08-26,42350
2020-08-26,62700
2020-08-26,103650
2020-08-26,52700
2020-08-26,205100
2020-08-26,52700
2020-08-26,128650
2020-08-26,306500
2020-08-26,42350
2020-08-26,103650
2020-08-26,46100
2020-08-26,143650
2020-08-26,306500
2020-08-26,20200
2020-08-26,52700
2020-08-26,103650
2020-08-26,123650
2020-08-26,90200
2020-08-26,31850
2020-08-26,52700
2020-08-26,597000
2020-08-26,467000
2020-08-26,52700
2020-08-26,52700
2020-08-26,153650
2020-08-26,52700
2020-08-26,163600
2020-08-26,77700
2020-08-26,42350
2020-08-26,52700
2020-08-26,52700
2020-08-26,71450
2020-08-26,52700
2020-08-26,52700
2020-08-26,31850
2020-08-26,77700
2020-08-26,205300
2020-08-26,52700
2020-08-26,52700
2020-08-26,77700
2020-08-26,46100
2020-08-26,42350
2020-08-26,52700
2020-08-26,42350
2020-08-26,306000
2020-08-26,71450
2020-08-26,52700
2020-08-26,103650
2020-08-26,163600
2020-08-26,306000
2020-08-27,16450
2020-08-27,486500
2020-08-27,637500
2020-08-27,153600
2020-08-27,42350
2020-08-27,21700
2020-08-27,3978000
2020-08-27,92700
2020-08-27,77700
2020-08-27,306000
2020-08-27,607500
2020-08-27,82700
2020-08-27,82700
2020-08-27,21700
2020-08-27,245300
2020-08-27,407000
2020-08-27,82700
2020-08-27,968000
2020-08-27,21700
2020-08-27,31850
2020-08-27,42350
2020-08-27,42350
2020-08-27,21700
2020-08-27,21700
2020-08-27,11400
2020-08-27,52700
2020-08-27,67700
2020-08-27,245300
2020-08-27,52700
2020-08-27,183600
2020-08-27,21700
2020-08-27,21700
2020-08-27,57700
2020-08-27,82700
2020-08-27,87700
2020-08-27,245300
2020-08-27,77700
2020-08-27,143650
2020-08-27,245100
2020-08-27,77700
2020-08-27,72700
2020-08-27,11450
2020-08-27,306000
2020-08-27,21700
2020-08-27,16450
2020-08-27,486500
2020-08-27,21700
2020-08-27,21700
2020-08-27,406500
2020-08-27,123600
2020-08-27,123600
2020-08-27,163600
2020-08-27,31750
2020-08-27,486500
2020-08-27,21700
2020-08-27,153650
2020-08-27,21700
2020-08-27,62700
2020-08-27,21700
2020-08-27,245300
2020-08-27,16450
2020-08-27,57700
2020-08-27,21700
2020-08-27,103650
2020-08-27,21700
2020-08-27,62700
2020-08-27,163650
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,1234250
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,16450
2020-08-28,26700
2020-08-28,123650
2020-08-28,16450
2020-08-28,306500
2020-08-28,26700
2020-08-28,26700
2020-08-28,1273000
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,16450
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,1193000
2020-08-28,26700
2020-08-28,26700
2020-08-28,52700
2020-08-28,26700
2020-08-28,26700
2020-08-28,26700
2020-08-28,306500
2020-08-28,16450
2020-08-28,26700
2020-08-28,16450
2020-08-28,26700
2020-08-28,26700
2020-08-28,16450
2020-08-28,26700
2020-08-28,16450
2020-08-28,26700
2020-08-28,68700
2020-08-28,16450
2020-08-28,26700
2020-08-28,527500
2020-08-28,26700
2020-08-28,26700
2020-08-29,109600
2020-08-29,62700
2020-08-29,42300
2020-08-29,205100
2020-08-29,95700
2020-08-29,205100
2020-08-29,42300
2020-08-29,162600
2020-08-29,103600
2020-08-29,42300
2020-08-29,62700
2020-08-29,205100
2020-08-29,62700
2020-08-29,62700
2020-08-29,205100
2020-08-29,205100
2020-08-29,163600
2020-08-29,81700
2020-08-29,205100
2020-08-29,205100
2020-08-29,214100
2020-08-29,381000
2020-08-29,58700
2020-08-29,42300
2020-08-29,205100
2020-08-29,205100
2020-08-29,205100
2020-08-29,42300
2020-08-29,1438000
2020-08-29,78700
2020-08-29,205100
2020-08-29,56700
2020-08-29,151600
2020-08-29,21700
2020-08-29,205100
2020-08-29,205100
2020-08-29,205100
2020-08-29,205100
2020-08-29,60700
2020-08-29,205100
2020-08-29,205100
2020-08-29,185600
2020-08-29,42300
2020-08-29,63700
2020-08-29,103600
2020-08-29,42300
2020-08-29,62700
2020-08-29,103600
2020-08-29,206100
2020-08-29,205100
2020-08-29,205100
2020-08-29,96700
2020-08-29,103600
2020-08-29,205100
2020-08-29,205100
2020-08-29,181600
2020-08-29,125600
2020-08-29,93700
2020-08-29,205100
2020-08-29,162600
2020-08-29,42300
2020-08-29,205100
2020-08-29,205100
2020-08-29,199600
2020-08-29,205100
2020-08-29,125600
2020-08-29,300100
2020-08-29,205100
2020-08-29,213100
2020-08-29,62700
2020-08-29,205100
2020-08-29,42300
2020-08-30,21850
2020-08-30,153650
2020-08-30,326500
2020-08-30,21850
2020-08-30,103650
2020-08-31,128600
2020-08-31,169600
2020-08-31,169600
2020-08-31,169600
2020-08-31,128600
2020-08-31,169600
2020-08-31,169600
2020-08-31,21850
2020-08-31,42350
2020-08-31,103650
2020-08-31,150600
2020-08-31,42350
2020-08-31,36850
2020-08-31,169600
2020-08-31,183650
2020-08-31,123600
2020-08-31,62700
2020-08-31,169600
2020-08-31,169600
2020-08-31,205300
2020-08-31,169600
2020-08-31,169600
2020-08-31,169600
2020-08-31,169600
2020-08-31,205100
2020-08-31,128600
2020-08-31,169600
2020-08-31,128600
2020-08-31,169600
2020-08-31,169600
2020-08-31,169600
2020-08-31,92700
2020-08-31,169600
2020-08-31,255100
2020-08-31,128600
2020-08-31,169600
2020-08-31,153650
2020-08-31,128600
2020-08-31,245100
2020-08-31,169600
2020-08-31,169600
2020-08-31,52700
2020-08-31,198600
2020-08-31,123650
2020-08-31,169600
2020-08-31,42350
2020-08-31,169600
2020-08-31,169600
2020-08-31,31850
2020-08-31,123650
2020-08-31,169600
2020-08-31,128600
2020-08-31,245100
2020-08-31,36850
2020-08-31,169600
2020-08-31,123650
2020-08-31,169600
2020-08-31,169600
2020-08-31,169600
2020-08-31,123650
2020-08-31,255100
2020-08-31,42350
2020-08-31,169600
2020-08-31,169600
2020-08-31,169600
2020-08-31,128600
2020-08-31,128600
2020-08-31,169600
2020-08-31,169600
2020-08-31,169600
2020-08-31,245300
2020-08-31,103650
2020-08-31,169600
2020-08-31,79700
2020-08-31,82700
2020-08-31,42350
2020-08-31,169600
2020-08-31,169600
2020-08-31,255100
2020-08-31,128600
2020-08-31,275300
2020-08-31,169600
2020-08-31,169600
2020-08-31,169600
2020-08-31,245100
2020-08-31,230100
2020-08-31,123650
2020-08-31,306000
2020-08-31,128600
2020-08-31,128600
2020-08-31,82700
2020-08-31,52700
2020-08-31,169600
2020-08-31,306000
